Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Carole Barbic,F,SBD,Raw,66.5,65-69,60-69,FR-M3b,56.4,57,-47.5,47.5,-52.5,,47.5,25,32.5,-35,,32.5,57.5,75,82.5,,82.5,162.5,1,187.47,190.13,168.16,38.42,Yes,USA,CA,USAPL,IPF,9/24/2016,USA,CA,Mountain View,Boss of NorCal 3,Yes
Dorothy Faha,F,D,Raw,69.5,65-69,70-999,FR-M4,108,100+,,,,,,,,,,,77.5,82.5,,,82.5,82.5,1,68.43,67.35,57.36,,Yes,USA,NC,USAPL,,2/17/2024,USA,NC,,Oak City Open,Yes
Harolda McPherson,F,SBD,Raw,65.5,65-69,60-69,FR-M3,68.6,69,-47.5,-47.5,47.5,,47.5,27.5,30,-35,,30,85,90,95,,95,172.5,1,176.44,174.05,153.49,35.85,Yes,USA,AL,USAPL,IPF,6/26/2021,USA,AL,,Alabama State Championship,Yes
Harolda McPherson,F,SBD,Raw,65.5,65-69,60-69,FR-M3b,68.6,69,-47.5,-47.5,47.5,,47.5,27.5,30,-35,,30,85,90,95,,95,172.5,1,176.44,174.05,153.49,35.85,Yes,USA,AL,USAPL,IPF,6/26/2021,USA,AL,,Alabama State Championship,Yes
Delina McLaughlin,F,SBD,Raw,67.5,65-69,60-69,FR-M3b,68.3,72,-75,77.5,80,,80,50,-52.5,-52.5,,50,107.5,110,-112.5,,110,240,1,246.1,242.9,214.23,50.01,Yes,USA,CA,USAPL,IPF,12/16/2017,USA,CA,,NorCal Winter Classic,Yes
Denise Johnson,F,SBD,Raw,68.5,65-69,60-69,FR-M3b,51.3,52,47.5,-52.5,57.5,,57.5,35,37.5,40,,40,80,-87.5,-87.5,,80,177.5,1,218.41,223.6,198.31,45.35,Yes,USA,WA,USAPL,IPF,2/20/2016,USA,WA,,Washington State Championship,Yes
Leslie Macko,F,SBD,Raw,66,65-69,60-69,FR-M3b,61.7,63,-60,-60,60,,60,32.5,37.5,-42.5,,37.5,82.5,92.5,-97.5,,92.5,190,1,206.98,207.32,183.11,42.14,Yes,USA,WA,USAPL,IPF,2/20/2016,USA,WA,,Washington State Championship,Yes
Denise Thomas,F,SBD,Raw,65.5,65-69,60-69,FR-M3b,64.5,72,75,-80,82.5,,82.5,40,45,-47.5,,45,105,110,117.5,,117.5,245,1,259.79,258.51,228.2,52.81,Yes,USA,NH,USAPL,IPF,11/5/2016,USA,NH,,New Hampshire State Championships,Yes
Christine Harms,F,SBD,Raw,65.5,65-69,60-69,FR-M3b,66,72,60,65,80,,80,32.5,40,-45,,40,100,110,-120,,110,230,1,240.58,238.6,210.55,48.89,Yes,USA,MO,USAPL,IPF,2/18/2018,USA,MO,,River's Edge,Yes
Sonya Stevenson,F,SBD,Raw,66.5,65-69,60-69,FR-M3b,89.3,84+,80,90,95,,95,60,62.5,65,,65,110,120,-125,,120,280,1,250.49,242.73,211.14,51.7,Yes,USA,MO,USAPL,IPF,2/18/2018,USA,MO,,River's Edge,Yes
Julia Nicholls,F,SBD,Raw,65.5,65-69,60-69,FR-M3b,60,60,32.5,37.5,42.5,,42.5,25,27.5,-30,,27.5,60,65,70,,70,140,1,155.2,156.08,137.91,31.65,Yes,USA,NC,USAPL,,8/13/2022,USA,NC,,Lioness Arise,Yes
Barbara Parsons,F,SBD,Raw,68.5,65-69,60-69,FR-M3b,81.95,82.5,65,72.5,-77.5,,72.5,25,27.5,30,,30,87.5,95,-100,,95,197.5,1,183.9,178.37,156.2,37.67,Yes,USA,NC,USAPL,,8/13/2022,USA,NC,,Lioness Arise,Yes
Joyce Eggleston,F,SBD,Raw,67.5,65-69,60-69,FR-M3,54.35,56,65,-70,-75,,65,35,-37.5,37.5,,37.5,85,95,102.5,,102.5,205,1,242.42,246.92,218.57,49.9,Yes,USA,NY,USAPL,,12/10/2022,USA,NY,,NY Rookie Meet 2,Yes
Roge Bates,F,SBD,Raw,68.5,65-69,60-69,FR-M3,105.6,100+,80,87.5,92.5,,92.5,55,57.5,62.5,,62.5,97.5,102.5,110,,110,265,1,221.57,217.46,185.47,46.61,Yes,USA,TX,USAPL,,1/21/2023,USA,TX,,Big Horn Bash,Yes
Rhonda Jensen,F,SBD,Raw,69.5,65-69,70-999,FR-M4a,65.6,67.5,-47.5,-47.5,-47.5,,,25,27.5,32.5,,32.5,70,72.5,-75,,72.5,,DQ,,,,,Yes,USA,KS,USAPL,,1/27/2024,USA,KS,,Kansas State Championships,Yes
Lillian Otani,F,SBD,Raw,68.5,65-69,60-69,FR-M3,45.7,48,42.5,47.5,50,,50,30,35,-37.5,,35,60,-65,67.5,,67.5,152.5,1,204.08,209.23,186.95,43.49,Yes,USA,WA,USAPL,,10/8/2022,USA,WA,,Washington State Championship,Yes
Alma Kimura,F,SBD,Raw,67.5,65-69,60-69,FR-M3,65.7,67.5,102.5,110,-115.5,,110,47.5,52.5,-57.5,,52.5,132.5,140,-148,,140,302.5,1,317.26,314.86,277.87,64.47,Yes,USA,WA,USAPL,,10/8/2022,USA,WA,,Washington State Championship,Yes
Rhonda Wilkerson,F,BD,Raw,69.5,65-69,70-999,FR-G,79.5,82.5,,,,,,-40,42.5,-47.5,,42.5,85,90,92.5,,92.5,135,G,127.6,123.96,108.75,,Yes,USA,WA,USAPL,,10/8/2022,USA,WA,,Washington State Championship,Yes
Jill McLaughlin,F,SBD,Raw,65.5,65-69,60-69,FR-M3b,81.1,84,-85,97.5,-102.5,,97.5,62.5,-65,-65,,62.5,125,135,-137.5,,135,295,1,276.09,267.91,234.77,56.51,Yes,USA,CO,USAPL,IPF,4/28/2018,USA,CO,,Gorilla Warfare II Pandora's Box,Yes
Nancy Flynn,F,D,Raw,68.5,65-69,60-69,FR-M3b,66,67.5,,,,,,,,,,,75,85,-87.5,,85,85,1,88.91,88.18,77.81,,Yes,USA,TX,USAPL,,5/7/2022,USA,TX,,East Texas Open,Yes
Cindy Shanley,F,SBD,Raw,65.5,65-69,60-69,FR-M3b,72.6,75,55,60,62.5,,62.5,40,42.5,-45,,42.5,92.5,97.5,102.5,,102.5,207.5,1,205.65,201.42,177.38,41.84,Yes,USA,TX,USAPL,,5/7/2022,USA,TX,,East Texas Open,Yes
Linda Jones #1,F,BD,Raw,69.5,65-69,70-999,FR-M4,61.45,63,,,,,,32.5,37.5,-42.5,,37.5,105,115,-120,,115,152.5,1,166.55,166.92,147.44,,Yes,USA,OH,USAPL,,11/13/2021,USA,OH,,Fall Beginner's Brawl,Yes
Patricia Olekszyk,F,BD,Raw,66.5,65-69,60-69,FR-M,67.2,69,,,,,,37.5,40,42.5,,42.5,52.5,57.5,70,,70,112.5,1,116.44,115.19,101.62,,Yes,USA,DE,USAPL,IPF,10/10/2021,USA,DE,,Delaware State Championships,Yes
Ellen Bittner,F,BD,Raw,67.5,65-69,60-69,FR-M3,64.9,72,,,,,,25,27.5,30,,30,70,77.5,82.5,,82.5,112.5,1,118.85,118.16,104.3,,Yes,USA,NY,USAPL,IPF,11/19/2016,USA,PA,,Deadlift and Push-Pull Nationals,Yes
Sue Albert,F,SBD,Raw,68.5,65-69,60-69,FR-M3b,96.1,84+,,,,,45,,,,,37.5,,,,,85,167.5,1,145.22,141.21,121.9,30.21,Yes,USA,,USAPL,IPF,4/11/2015,USA,CA,,CA State Championship,Yes
Laura Schepis,F,SBD,Raw,66.5,65-69,60-69,FR-M3,55.84,57,50,-52.5,52.5,,52.5,55,59,-60,,59,85,87.5,90,,90,201.5,4,234.01,237.62,210.2,48.01,Yes,USA,SC,USAPL,IPF,6/14/2021,USA,FL,Daytona Beach,Raw Master's Nationals,Yes
Alma Kimura,F,SBD,Raw,66.5,65-69,60-69,FR-M3,67.46,69,97.5,111.5,115,,115,47.5,52.5,-55,,52.5,125,137.5,-140,,137.5,305,2,314.99,311.42,274.72,64,Yes,USA,WA,USAPL,IPF,6/14/2021,USA,FL,Daytona Beach,Raw Master's Nationals,Yes
Ann Whitmarsh,F,SBD,Raw,67.5,65-69,60-69,FR-M3,63.26,69,67.5,-70,72.5,,72.5,30,32.5,35,,35,90,97.5,100,,100,207.5,4,222.61,222.15,196.16,45.28,Yes,USA,FL,USAPL,IPF,6/14/2021,USA,FL,Daytona Beach,Raw Master's Nationals,Yes
Jane Hanisch,F,SBD,Raw,65.5,65-69,60-69,FR-M3,75.3,76,80,-87.5,87.5,,87.5,50,55,-60,,55,102.5,115,-122.5,,115,257.5,2,250.27,244.18,214.76,50.99,Yes,USA,KS,USAPL,IPF,6/14/2021,USA,FL,Daytona Beach,Raw Master's Nationals,Yes
Janice Francis,F,SBD,Raw,65.5,65-69,60-69,FR-M3,79.65,84,107.5,112.5,117.5,,117.5,75,-80,80,,80,135,142.5,-150,,142.5,340,2,321.07,311.87,273.57,65.63,Yes,USA,NY,USAPL,IPF,6/14/2021,USA,FL,Daytona Beach,Raw Master's Nationals,Yes
Susan Paxson,F,SBD,Raw,67.5,65-69,60-69,FR-M3,81.55,84,72.5,82.5,-92.5,,82.5,45,50,52.5,,52.5,112.5,-120,120,,120,255,3,238.01,230.9,202.26,48.73,Yes,USA,FL,USAPL,IPF,6/14/2021,USA,FL,Daytona Beach,Raw Master's Nationals,Yes
Margaret Batcheler,F,SBD,Raw,69.5,65-69,70-999,FR-M4,73.04,76,75,80,87.5,,87.5,40,47.5,50,,50,95,-107.5,107.5,,107.5,245,1,242.03,236.88,208.57,49.25,Yes,USA,NH,USAPL,IPF,6/14/2021,USA,FL,Daytona Beach,Raw Master's Nationals,Yes
Linda Gorham,F,SBD,Raw,69,65-69,70-999,FR-M4,82.5,84,85,90,-97.5,,90,52.5,-57.5,57.5,,57.5,120,127.5,132.5,,132.5,280,1,259.88,251.99,220.58,53.26,Yes,USA,MD,USAPL,IPF,6/14/2021,USA,FL,Daytona Beach,Raw Master's Nationals,Yes
Deborah Stern,F,B,Raw,67,65-69,60-69,FR-M3b,46.3,47,,,,,,35,37.5,40,,40,,,,,,40,1,53.01,54.38,48.53,43.13,Yes,USA,,USAPL,IPF,11/11/2017,USA,CA,Mountain View,Boss of NorCal V,Yes
Bebe Burns,F,B,Single-ply,69.5,65-69,70-999,F-M4a,46.9,48,,,,,,,,,,42.5,,,,,,42.5,1,55.79,57.25,51.04,32.25,Yes,USA,,USAPL,IPF,8/25/2012,USA,CA,Palm Springs,Bench Nationals,Yes
Barbara Garmon,F,B,Raw,69.5,65-69,70-999,FR-M4a,75.4,82.5,,,,,,,,,,35,,,,,,35,1,33.99,33.16,29.17,26.96,Yes,USA,,USAPL,IPF,8/25/2012,USA,CA,Palm Springs,Bench Nationals,Yes
Carolyn Jacobs,F,SBD,Raw,66.5,65-69,60-69,FR-O,50.6,52,52.2,56.7,59,,59,34,36.3,38.6,,38.6,88.5,93,95.3,,95.3,192.8,2,239.54,245.44,217.81,49.86,Yes,USA,LA,USAPL,IPF,6/2/2018,USA,LA,,1St Annual Camellia City Invitational,Yes
Maxine Fredericks,F,SBD,Raw,68.5,65-69,60-69,FR-M3b,51.6,52,37.5,42.5,50,,50,35,40,-45.5,,40,65,75,87.5,,87.5,177.5,1,217.52,222.6,197.37,45.12,Yes,USA,GA,USAPL,IPF,12/12/2015,USA,GA,,Georgia & Southern States,Yes
Rebecca Ralston,F,SBD,Raw,68.5,65-69,60-69,FR-M3,54.24,57,67.5,75,80,,80,37.5,42.5,-45,,42.5,95,100,102.5,,102.5,225,1,266.44,271.44,240.28,54.86,Yes,USA,CO,USAPL,IPF,6/12/2021,USA,CO,,Colorado State Championships,Yes
Carol Tock,F,SBD,Raw,69,65-69,70-999,FR-M,108.88,84+,75,-87.5,-87.5,,75,45,-50,-50,,45,87.5,95,105,,105,225,1,186.12,183.34,156.12,39.3,Yes,USA,NH,USAPL,IPF,2/25/2017,USA,MA,,5th Annual Winter Classic,Yes
Carol Tock,F,SBD,Raw,69,65-69,70-999,FR-O,108.88,84+,75,-87.5,-87.5,,75,45,-50,-50,,45,87.5,95,105,,105,225,2,186.12,183.34,156.12,39.3,Yes,USA,NH,USAPL,IPF,2/25/2017,USA,MA,,5th Annual Winter Classic,Yes
Maxine Fredericks,F,SBD,Raw,69.5,65-69,70-999,FR-M3b,51.5,52,-40,-40,-40,,,37.5,42.5,-45,,42.5,75,87.5,95,,95,,DQ,,,,,Yes,USA,GA,USAPL,IPF,8/13/2016,USA,GA,,Powerlifting for Pups,Yes
Bonnie Boettcher,F,SBD,Raw,65.5,65-69,60-69,FR-M3b,62.4,63,25,27.5,30,,30,27.5,30,32.5,,32.5,67.5,72.5,80,,80,142.5,1,154.16,154.15,136.14,31.37,Yes,USA,GA,USAPL,IPF,8/13/2016,USA,GA,,Powerlifting for Pups,Yes
Cindy Shanley,F,SBD,Raw,65.5,65-69,60-69,FR-M3b,66.4,67.5,60,62.5,65,,65,40,42.5,-45,,42.5,90,95,100,,100,207.5,1,216.28,214.31,189.1,43.95,Yes,USA,TX,USAPL,,10/29/2022,USA,TX,,TSS H-Town Showdown,Yes
Nancy Flynn,F,SBD,Raw,68.5,65-69,60-69,FR-M3b,65.8,67.5,-50,50,-52.5,,50,40,-45,-45,,40,72.5,77.5,-85,,77.5,167.5,2,175.52,174.15,153.69,35.67,Yes,USA,TX,USAPL,,10/29/2022,USA,TX,,TSS H-Town Showdown,Yes
Malinda French,F,SBD,Raw,67.5,65-69,60-69,FR-M3,59.55,60,72.5,75,80,,80,37.5,42.5,47.5,,47.5,107.5,112.5,117.5,,117.5,245,1,272.89,274.75,242.78,55.67,Yes,USA,CA,USAPL,,10/7/2023,USA,CA,,California State Championship,Yes
Rhonda Wilkerson,F,SBD,Raw,65.5,65-69,60-69,FR-M3,78.9,84,-35,-35,35,,35,37.5,40,45,,45,65,70,75,,75,155,1,147.07,142.94,125.45,30.04,Yes,USA,WA,USAPL,IPF,3/24/2018,USA,WA,Seattle,Seattle Rookie Competition,Yes
Pamela Echterling,F,SBD,Raw,66,65-69,60-69,FR-M3,53.21,57,50,55,60,,60,27.5,32.5,-35,,32.5,75,-82.5,82.5,,82.5,175,2,209.95,214.3,189.81,43.34,Yes,USA,FL,USAPL,IPF,12/9/2016,USA,FL,,Southeast Regionals,Yes
Pamela Echterling,F,SBD,Raw,65.5,65-69,60-69,FR-M3b,56.2,57,52.5,55,57.5,,57.5,30,-35,-35,,30,77.5,82.5,-85,,82.5,170,1,196.59,199.46,176.42,40.31,Yes,USA,FL,USAPL,IPF,6/11/2016,USA,FL,,37th Annual Sunshine State Games,Yes
Susan Paxson,F,SBD,Single-ply,65.5,65-69,60-69,F-M3b,83,84,67.5,82.5,-85,,82.5,35,42.5,-47.5,,42.5,107.5,115,120,,120,245,1,226.73,219.8,192.32,38.71,Yes,USA,FL,USAPL,IPF,2/23/2019,USA,FL,,Jacksonville Open Championships,Yes
Susan Paxson,F,SBD,Raw,65.5,65-69,60-69,FR-M3b,83,84,67.5,82.5,-85,,82.5,35,42.5,-47.5,,42.5,107.5,115,120,,120,245,1,226.73,219.8,192.32,46.49,Yes,USA,FL,USAPL,IPF,2/23/2019,USA,FL,,Jacksonville Open Championships,Yes
Susan Walter,F,SBD,Raw,68.5,65-69,60-69,FR-M3,62,63,62.5,65,67.5,,67.5,40,42.5,-45,,42.5,102.5,105,107.5,,107.5,217.5,1,236.23,236.45,208.83,48.08,Yes,USA,MA,USAPL,IPF,8/19/2017,USA,MA,,Northeast Regional Championships,Yes
Bonnie Boettcher,F,BD,Raw,67.5,65-69,60-69,FR-M,63.4,72,,,,,,30,32.5,35,,35,65,72.5,77.5,,77.5,112.5,1,120.53,120.24,106.17,,Yes,USA,GA,USAPL,IPF,5/5/2018,USA,GA,,Roswell Barbell's Atlanta Women's Open,Yes
Linda Kephart,F,SBD,Raw,67.5,65-69,60-69,FR-M3b,56.45,57,-90,90,95,,95,45,50,-52.5,,50,115,122.5,-130.5,,122.5,267.5,1,308.43,312.77,276.62,63.21,Yes,USA,MD,USAPL,IPF,5/23/2021,USA,VA,,Virginia Open State Championships,Yes
Bonnie Triolo,F,SBD,Raw,65.5,65-69,60-69,FR-M3,55.4,57,50,-55,55,,55,35,37.5,40,,40,75,82.5,85,,85,180,1,210.14,213.58,188.97,43.15,Yes,USA,NJ,USAPL,IPF,7/9/2021,USA,NJ,,New Jersey State Championship,Yes
Peggy Tirrell,F,SBD,Raw,69.5,65-69,70-999,FR-M4,46.1,47,42.5,55,60,,60,40,-42.5,42.5,,42.5,80,87.5,-92.5,,87.5,190,1,252.61,259.09,231.32,53.7,Yes,USA,NY,USAPL,IPF,9/12/2021,USA,NY,,Rochester Rumble III,Yes
Guilene Mallard,F,BD,Raw,66.5,65-69,60-69,FR-M3,77.35,84,,,,,,52.5,55,-60,,55,105,-112.5,112.5,,112.5,167.5,1,160.54,156.26,137.28,,Yes,USA,NJ,USAPL,IPF,11/10/2019,USA,PA,,Veterans Championships,Yes
Colleen Hanstein,F,B,Raw,65.5,65-69,60-69,FR-M3b,71.33,72,,,,,,35,45,-60,,45,,,,,,45,1,45.03,44.2,38.94,35.38,Yes,USA,FL,USAPL,IPF,12/14/2019,USA,FL,,27th Annual Florida Senior Games Championships,Yes
Colleen Hanstein,F,D,Raw,65.5,65-69,60-69,FR-M3b,71.33,72,,,,,,,,,,,85,102.5,-115,,102.5,102.5,1,102.57,100.67,88.7,,Yes,USA,FL,USAPL,IPF,12/14/2019,USA,FL,,27th Annual Florida Senior Games Championships,Yes
Colleen Hanstein,F,SBD,Raw,65.5,65-69,60-69,FR-M3b,71.33,72,-42.5,42.5,47.5,,47.5,35,45,-60,,45,85,102.5,-115,,102.5,195,1,195.14,191.52,168.75,39.68,Yes,USA,FL,USAPL,IPF,12/14/2019,USA,FL,,27th Annual Florida Senior Games Championships,Yes
Colleen Hanstein,F,BD,Raw,65.5,65-69,60-69,FR-M3b,71.33,72,,,,,,35,45,-60,,45,85,102.5,-115,,102.5,147.5,1,147.61,144.87,127.64,,Yes,USA,FL,USAPL,IPF,12/14/2019,USA,FL,,27th Annual Florida Senior Games Championships,Yes
Cynthia Westlake,F,SBD,Raw,65.5,65-69,60-69,FR-M3,76.45,82.5,35,37.5,-40,,37.5,25,27.5,30,,30,52.5,57.5,62.5,,62.5,130,1,125.35,122.13,107.35,25.56,Yes,USA,GA,USAPL,,1/7/2023,USA,GA,,TruBorn Rookie Rumble,Yes
Bonnie Boettcher,F,BD,Raw,65.5,65-69,60-69,FR-M3,64.3,72,,,,,,27.5,30,-32.5,,30,60,67.5,77.5,,77.5,107.5,1,114.2,113.69,100.36,,Yes,USA,GA,USAPL,IPF,4/2/2016,USA,GA,,Georgia Spring Open,Yes
Bonnie Boettcher,F,BD,Raw,65.5,65-69,60-69,FR-O,64.3,72,,,,,,27.5,30,-32.5,,30,60,67.5,77.5,,77.5,107.5,1,114.2,113.69,100.36,,Yes,USA,GA,USAPL,IPF,4/2/2016,USA,GA,,Georgia Spring Open,Yes
Jane Spangler,F,BD,Raw,66.5,65-69,60-69,FR-M3b,58.8,60,,,,,,37.5,-42.5,-42.5,,37.5,77.5,82.5,-87.5,,82.5,120,1,134.74,135.9,120.11,,Yes,USA,WV,USAPL,,4/22/2023,USA,WV,,West Virginia State Championship,Yes
Pamela Liston,F,SBD,Raw,66.5,65-69,60-69,FR-M3,71.2,75,57.5,62.5,65,,65,30,32.5,35,,35,85,92.5,97.5,,97.5,197.5,2,197.84,194.22,171.13,40.23,Yes,USA,MO,USAPL,,3/25/2023,USA,MO,,Missouri State Primetime and Championship,Yes
Donna Morere,F,SBD,Raw,65.5,65-69,60-69,FR-M3b,61.6,63,-60,62.5,-65,,62.5,35,37.5,-40,,37.5,92.5,97.5,100,,100,200,1,218.09,218.5,192.99,44.41,Yes,USA,MD,USAPL,IPF,2/15/2020,USA,MD,,Terrapin Open,Yes
Tonnie Alliance,F,BD,Raw,69,65-69,60-69,FR-M3b,65.3,67.5,,,,,,,,,,42.5,,,,,105,147.5,1,155.26,154.22,136.11,,Yes,USA,,USAPL,IPF,11/8/2014,USA,OH,,Ohio State PL Championships,Yes
Carolyn Adams,F,SBD,Raw,69.5,65-69,70-999,FR-M4a,70.3,75,62.5,67.5,70,,70,35,40,-42.5,,40,90,100,105,,105,215,1,216.9,213.26,187.97,44.09,Yes,USA,FL,USAPL,,11/11/2023,USA,FL,,Florida State Championships,Yes
Katherine Evert,F,SBD,Raw,69.5,65-69,70-999,FR-M4,78.9,84,-57.5,57.5,65,,65,45,47.5,-50,,47.5,85,92.5,97.5,,97.5,210,1,199.25,193.66,169.96,40.7,Yes,USA,MO,USAPL,IPF,7/27/2019,USA,AR,,Arkansas State Championships,Yes
Cindy Goodrich,F,SBD,Single-ply,65.5,65-69,60-69,F-M3,49.85,52,100,105,-115,,105,65,70,-72.5,,70,105,115,125,,125,300,1,376.71,386.27,343.04,62.94,Yes,USA,WA,USAPL,,6/17/2023,USA,,,Equipped Nationals,Yes
Ann Whitmarsh,F,SBD,Single-ply,69.5,65-69,70-999,F-M4,58.95,60,72.5,77.5,81.5,,81.5,45,46.5,47,,47,95,102.5,108,,108,236.5,1,265.13,267.31,236.24,44.4,Yes,USA,FL,USAPL,,6/17/2023,USA,,,Equipped Nationals,Yes
Sandra Kasabuske,F,SBD,Raw,68.5,65-69,60-69,FR-M,62.9,63,70,-75,75,,75,35,40,-42.5,,40,92.5,-100,100,,100,215,1,231.46,231.18,204.14,47.09,Yes,USA,WI,USAPL,IPF,1/28/2017,USA,WI,,Wisconsin State Open,Yes
Renee Huck,F,SBD,Raw,65.5,65-69,60-69,FR-M,109.2,84+,85,95,100,,100,55,-60,-62.5,,55,102.5,115,-125,,115,270,3,223.11,219.87,187.21,47.13,Yes,USA,WI,USAPL,IPF,1/28/2017,USA,WI,,Wisconsin State Open,Yes
Sandra Kasabuske,F,SBD,Raw,68.5,65-69,60-69,FR-O,62.9,63,70,-75,75,,75,35,40,-42.5,,40,92.5,-100,100,,100,215,13,231.46,231.18,204.14,47.09,Yes,USA,WI,USAPL,IPF,1/28/2017,USA,WI,,Wisconsin State Open,Yes
Renee Huck,F,SBD,Raw,65.5,65-69,60-69,FR-O,109.2,84+,85,95,100,,100,55,-60,-62.5,,55,102.5,115,-125,,115,270,8,223.11,219.87,187.21,47.13,Yes,USA,WI,USAPL,IPF,1/28/2017,USA,WI,,Wisconsin State Open,Yes
Roge Bates,F,SBD,Raw,67.5,65-69,60-69,FR-M3b,107.5,100+,75,82.5,87.5,,87.5,50,52.5,55,,55,97.5,102.5,110,,110,252.5,1,209.79,206.34,175.78,44.23,Yes,USA,TX,USAPL,,5/21/2022,USA,TX,,Meet Me at the Bar,Yes
Roge Bates,F,SBD,Raw,67.5,65-69,60-69,FR-O,107.5,100+,75,82.5,87.5,,87.5,50,52.5,55,,55,97.5,102.5,110,,110,252.5,3,209.79,206.34,175.78,44.23,Yes,USA,TX,USAPL,,5/21/2022,USA,TX,,Meet Me at the Bar,Yes
Susan Tischler,F,SBD,Raw,65.5,65-69,60-69,FR-M3,62.6,63,60,-70,-95,,60,57.5,-65,65,,65,82.5,92.5,-97.5,,92.5,217.5,1,234.84,234.72,207.28,47.78,Yes,USA,FL,USAPL,IPF,10/19/2019,USA,FL,,FIBO-USA Global Fitness Expo Championships,Yes
Bonnie Triolo,F,SBD,Raw,67.5,65-69,60-69,FR-M3,55.6,56,55,60,-62.5,,60,37.5,42.5,-45,,42.5,85,92.5,97.5,,97.5,200,1,232.93,236.65,209.36,47.81,Yes,USA,NJ,USAPL,,7/7/2023,USA,NJ,,Mid Atlantic Regional Championship,Yes
Stephanie Whiting,F,SBD,Single-ply,67.5,65-69,60-69,F-M3b,44.3,47,60,65,67.5,,67.5,40,42.5,-45,,42.5,77.5,85,90,,90,200,1,274.04,280.33,251.26,45.89,Yes,USA,HI,USAPL,IPF,12/4/2016,USA,CA,,California Winter Classic,Yes
Cindy Goodrich,F,SBD,Single-ply,65,65-69,60-69,F-M3,49.86,,-105,-116,-116,,,-65,65,-72.5,,65,105,110,120,,120,,DQ,,,,,Yes,USA,WA,USAPL,,3/3/2023,USA,OH,,Arnold Masters Pro Series Finals,Yes
Ann Whitmarsh,F,SBD,Single-ply,69.5,65-69,70-999,F-M4,61.46,,72.5,-80,80,,80,40,42.5,-45,,42.5,92.5,100,107.5,,107.5,230,1,251.16,251.71,222.34,42.12,Yes,USA,FL,USAPL,,3/3/2023,USA,OH,,Arnold Masters Pro Series Finals,Yes
Janice Francis,F,SBD,Raw,67.5,65-69,60-69,FR-M3,81.82,,110,117.5,-122.5,,117.5,80,-85,90,,90,145,152.5,-157.5,,152.5,360,2,335.47,325.4,284.99,68.71,Yes,USA,NY,USAPL,,3/3/2023,USA,OH,,Arnold Masters Pro Series Finals,Yes
Chris Dover,F,SBD,Raw,65,65-69,60-69,FR-M3b,65.5,72,70,-72.5,75,,75,47.5,-50,-50,,47.5,90,95,97.5,,97.5,220,1,231.15,229.5,202.55,46.98,Yes,USA,MT,USAPL,IPF,2/11/2017,USA,MT,,Montana State Championships,Yes
Denise Johnson,F,SBD,Single-ply,66.5,65-69,60-69,F-M3b,52.3,57,,,,,50,,,,,35,,,,,77.5,162.5,1,197.28,201.68,178.73,32.96,Yes,USA,,USAPL,IPF,5/16/2014,USA,LA,,Womens Nationals,Yes
Helen White,F,SBD,Single-ply,68.5,65-69,60-69,F-M3b,59.7,63,,,,,87.5,,,,,60,,,,,117.5,265,1,294.7,296.6,262.07,49.37,Yes,USA,,USAPL,IPF,5/16/2014,USA,LA,,Womens Nationals,Yes
Gail Moore,F,SBD,Single-ply,66,65-69,60-69,F-M3b,70.8,72,,,,,142.5,,,,,87.5,,,,,150,380,1,381.85,375.11,330.56,64.48,Yes,USA,,USAPL,IPF,5/16/2014,USA,LA,,Womens Nationals,Yes
Marsha Serre,F,SBD,Single-ply,67.5,65-69,60-69,F-M3b,70.5,72,,,,,107.5,,,,,37.5,,,,,137.5,282.5,2,284.55,279.67,246.49,48.04,Yes,USA,,USAPL,IPF,5/16/2014,USA,LA,,Womens Nationals,Yes
Janice Haveson,F,SBD,Raw,69.5,65-69,70-999,FR-M4,54.6,56,77.5,-80,80,,80,47.5,-50.5,50.5,,50.5,90,-100,100,,100,230.5,1,271.73,276.64,244.84,55.9,Yes,USA,PA,USAPL,,7/30/2022,USA,PA,,Pennsylvania State Championship,Yes
Jill McLaughlin,F,SBD,Raw,66.5,65-69,60-69,FR-M3b,80.11,84,75,85,95,,95,-62.5,62.5,-65,,62.5,117.5,130,137.5,,137.5,295,1,277.77,269.72,236.52,56.8,Yes,USA,CO,USAPL,IPF,5/5/2019,USA,CO,,Gorilla Warfare III Final Conflict,Yes
Bonnie Boettcher,F,BD,Raw,67.5,65-69,60-69,FR-M,63,63,,,,,,30,32.5,-35,,32.5,65,75,85,,85,117.5,1,126.37,126.19,111.43,,Yes,USA,GA,USAPL,IPF,2/10/2018,USA,GA,,Georgia State Championships,Yes
Ann Whitmarsh,F,SBD,Single-ply,67.5,65-69,60-69,F-M3,62.26,63,67.5,70,72.5,,72.5,32.5,35,37.5,,37.5,90,92.5,95,,95,205,1,222.08,222.15,196.19,37.26,Yes,USA,FL,USAPL,IPF,6/14/2021,USA,FL,Daytona Beach,Equipped Master's Nationals,Yes
